1;4
1.1;4.1
1.2;4.2
1.3;4.3
1.4;4.4
1.5;4.5
1.6;4.6
1.7;4.7
1.8;12
1.9;4.9
2;5
2.1;5.1
2.2;5.2
2.3;5.3
2.4;5.4
2.5;5.5
2.6;5.6
2.7;5.7
2.8;5.8
2.9;5.9
3;6
3.1;6.1
3.2;6.2
3.3;6.3
3.4;6.4
3.5;6.5
3.6;6.6
3.7;6.7
3.8;6.8
3.9;6.9
4;7
4.1;7.1
4.2;7.2
4.3;7.3
4.4;7.4
4.5;7.5
4.6;7.6
4.7;7.7
4.8;7.8
4.9;7.9
5;8
5.1;8.1
5.2;8.2
5.3;8.3
5.4;8.4
5.5;8.5
5.6;8.6
5.7;8.7
5.8;8.8
5.9;8.9
6;9
6.1;9.09999999999999
6.2;9.2
6.29999999999999;9.29999999999999
6.39999999999999;9.4
6.49999999999999;9.49999999999999
6.59999999999999;9.59999999999999
6.69999999999999;9.69999999999999
6.79999999999999;9.79999999999999
6.89999999999999;9.89999999999999
6.99999999999999;9.99999999999999
7.09999999999999;10.1
7.19999999999999;10.2
7.29999999999999;10.3
7.39999999999999;10.4
7.49999999999999;10.5
7.59999999999999;10.6
7.69999999999999;10.7
7.79999999999999;10.8
7.89999999999999;10.9
7.99999999999999;11
8.09999999999999;11.1
8.19999999999999;11.2
8.29999999999999;11.3
8.39999999999999;11.4
8.49999999999999;11.5
8.59999999999999;11.6
8.69999999999999;11.7
8.79999999999999;11.8
8.89999999999999;11.9
8.99999999999999;12
9.09999999999999;12.1
9.19999999999999;12.2
9.29999999999999;12.3
9.39999999999998;12.4
9.49999999999998;12.5
9.59999999999998;12.6
9.69999999999998;12.7
9.79999999999998;12.8
9.89999999999998;12.9
9.99999999999998;0.999999999999982
10.1;1.09999999999998
10.2;1.19999999999998
10.3;1.29999999999998
10.4;1.39999999999998
10.5;1.49999999999998
10.6;1.59999999999998
10.7;1.69999999999998
10.8;1.79999999999998
10.9;1.89999999999998
11;1.99999999999998
11.1;2.09999999999998
11.2;2.19999999999998
11.3;2.29999999999998
11.4;2.39999999999998
11.5;2.49999999999998
11.6;2.59999999999998
11.7;2.69999999999998
11.8;2.79999999999998
11.9;2.89999999999998
12;2.99999999999998
12.1;3.09999999999997
12.2;3.19999999999997
12.3;3.29999999999997
12.4;3.39999999999997
12.5;3.49999999999997
12.6;3.59999999999997
12.7;3.69999999999997
12.8;3.79999999999997
12.9;3.89999999999997
